"MCHC"	"cell #"	"D"	"height"	"<u>"	"radius"	"area"	"volume"	"sphericity"	"<u>"	"C2-1"	"C2-2"	"C2-R"	"HMAX"	"SMAX"	"Concavity"	"D1"	"D2"	"DR"
32	3	4.802	0.044904	12.423994	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	4.9	0.032745	12.126763	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	4.998	0.027039	12.035246	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.096	0.025122	12.061976	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.194	0.024993	12.125498	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.292	0.025359	12.048297	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.39	0.025568	11.93256	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.488	0.025298	11.724348	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	3	5.586	0.024556	11.483827	3.822	131.846577	98.816211	0.783972	18.622635	0.000145	0.000131	0.000186	2.504751	0.655338	0.783623	1.274	2.548	3.822
32	4	0	0.276386	19.341518	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.098	0.285673	19.441275	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.196	0.313438	19.672769	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.294	0.359458	20.132236	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.392	0.423278	20.757237	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.49	0.504484	21.439969	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.588	0.602481	22.168281	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.686	0.716374	22.890017	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.784	0.84468	23.500739	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.882	0.98535	23.970133	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	0.98	1.135887	24.245945	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.078	1.293511	24.235793	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.176	1.455252	23.978646	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.274	1.618064	23.568298	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.372	1.778932	23.044942	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.47	1.935043	22.407655	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.568	2.083816	21.696465	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.666	2.223135	20.980791	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.764	2.351279	20.465058	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.862	2.466929	20.048493	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	1.96	2.569048	19.647129	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.058	2.656886	19.245772	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.156	2.729815	18.917094	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.254	2.787484	18.614058	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.352	2.829861	18.294695	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.45	2.857144	17.919002	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.548	2.869871	17.502377	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.646	2.868747	17.153856	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.744	2.854233	16.850879	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.842	2.825832	16.65825	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	2.94	2.781511	16.535738	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.038	2.717597	16.647581	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.136	2.629681	17.241405	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.234	2.51383	18.395381	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.332	2.367278	19.831195	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.43	2.189316	21.349911	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.528	1.982074	22.631295	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.626	1.751836	23.876927	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.724	1.508851	24.72151	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.822	1.265355	24.963379	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	3.92	1.032362	24.530332	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.018	0.817527	23.490228	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.116	0.625581	22.016395	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.214	0.460541	20.351074	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.312	0.326141	18.392453	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.41	0.223951	16.447812	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.508	0.151303	14.756027	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.606	0.102715	13.545023	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.704	0.072328	12.854857	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.802	0.054931	12.579788	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.9	0.046055	12.628727	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	4.998	0.042063	12.827358	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.096	0.040207	12.981217	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.194	0.038693	12.999503	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.292	0.036792	12.8639	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.39	0.034458	12.62753	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.488	0.032095	13.739198	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
32	4	5.586	0.030254	13.376411	3.724	140.860849	103.051476	0.754623	19.341518	0.000264	0.000144	0.000256	2.869871	1.655887	1.894758	1.176	2.548	3.724
